experiment,family,add_model,conversation_idx,base_score,adjusted_score,penalty,qa_llm_score,memory_count,memory_token_count,coverage_floor_risk,qa_aware_floor_risk,answer_span_coverage,retrieval_empty_rate,selected_answer_coverage,feature_penalties_json
C2_efficiency_structure_combo,memory_only,minimax,8,0.8115,0.8102,0.0013,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.00126, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,minimax,8,0.8115,0.7715,0.04,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""entity_coverage"": 0.018750000000000003, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.020000000000000004, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00126, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,minimax,8,0.8115,0.7537,0.0578,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""answer_span_coverage"": 0.021110000000000004, ""retrieval_failure"": 0.03668}"
C5_all_features,combined,minimax,8,0.8115,0.7137,0.0978,0.6593,316,3700,False,False,0.5778,0.0593,0.4148,"{""answer_span_coverage"": 0.021110000000000004, ""entity_coverage"": 0.018750000000000003, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.020000000000000004, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.00126, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.03668}"
E0_v9_baseline,baseline,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,{}
E1_memory_count_token,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""memory_count_token"": 0.0}"
E2_exact_duplicate,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""exact_duplicate"": 0.0}"
E3_near_duplicate_lexical,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""near_duplicate_lexical"": 0.0}"
E4_entity_coverage,memory_only,minimax,9,0.8115,0.799,0.0125,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""entity_coverage"": 0.0125}"
E5_keyword_coverage_tfidf,memory_only,minimax,9,0.8115,0.799,0.0125,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""keyword_coverage_tfidf"": 0.0125}"
E6_pronoun_ambiguity,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""pronoun_ambiguity"": 0.0}"
E7_answer_span_coverage,qa_aware,minimax,9,0.8115,0.7966,0.0149,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""answer_span_coverage"": 0.014929999999999999}"
E8_retrieval_failure,qa_aware,minimax,9,0.8115,0.7806,0.0309,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""retrieval_failure"": 0.03091}"
C1_memory_coverage_combo,memory_only,minimax,9,0.8115,0.7865,0.025,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""entity_coverage"": 0.0125, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0}"
C2_efficiency_structure_combo,memory_only,minimax,9,0.8115,0.8115,0.0,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""exact_duplicate"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C3_memory_only_all,memory_only,minimax,9,0.8115,0.7865,0.025,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""entity_coverage"": 0.0125, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0}"
C4_qa_aware_all,qa_aware,minimax,9,0.8115,0.7657,0.0458,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""answer_span_coverage"": 0.014929999999999999, ""retrieval_failure"": 0.03091}"
C5_all_features,combined,minimax,9,0.8115,0.7407,0.0708,0.6458,414,4831,False,False,0.7014,0.0417,0.5,"{""answer_span_coverage"": 0.014929999999999999, ""entity_coverage"": 0.0125, ""exact_duplicate"": 0.0, ""keyword_coverage_tfidf"": 0.0125, ""memory_count_token"": 0.0, ""near_duplicate_lexical"": 0.0, ""pronoun_ambiguity"": 0.0, ""retrieval_failure"": 0.03091}"
